n pattern algo avg_time_micro
59500 reversed merge 5246.8
59500 reversed hybrid 4363.8
59600 reversed merge 5291
59600 reversed hybrid 4452.6
59700 reversed merge 5358.2
59700 reversed hybrid 4431.8
59800 reversed merge 5369.6
59800 reversed hybrid 4416.4
59900 reversed merge 5396.8
59900 reversed hybrid 4557.2
60000 reversed merge 5377.4
60000 reversed hybrid 4398.8
60100 reversed merge 5303.8
60100 reversed hybrid 4405.6
60200 reversed merge 5339.6
60200 reversed hybrid 4397.8
60300 reversed merge 5394.8
60300 reversed hybrid 4433.4
60400 reversed merge 5401.8
60400 reversed hybrid 4443.8
60500 reversed merge 5332
60500 reversed hybrid 4412.6
60600 reversed merge 5316.8
60600 reversed hybrid 4434.4
60700 reversed merge 5344.8
60700 reversed hybrid 4473.6
60800 reversed merge 5356.2
60800 reversed hybrid 4502.2
60900 reversed merge 5403.8
60900 reversed hybrid 4482.8
61000 reversed merge 5413
61000 reversed hybrid 4462.6
61100 reversed merge 5377.4
61100 reversed hybrid 4482.2
61200 reversed merge 5386.2
61200 reversed hybrid 4512.2
61300 reversed merge 5431.2
61300 reversed hybrid 4519.6
61400 reversed merge 5436.4
61400 reversed hybrid 4539.4
61500 reversed merge 5412.8
61500 reversed hybrid 4551.6
61600 reversed merge 5429.2
61600 reversed hybrid 4552.6
61700 reversed merge 5452.4
61700 reversed hybrid 4520.2
61800 reversed merge 5479.2
61800 reversed hybrid 4542
61900 reversed merge 5453
61900 reversed hybrid 4661.8
62000 reversed merge 5464
62000 reversed hybrid 4548
62100 reversed merge 5476.4
62100 reversed hybrid 4573.2
62200 reversed merge 5474.2
62200 reversed hybrid 4580.2
62300 reversed merge 5494.8
62300 reversed hybrid 4570.8
62400 reversed merge 5518.4
62400 reversed hybrid 4577
62500 reversed merge 5517.6
62500 reversed hybrid 4584.4
62600 reversed merge 5540.8
62600 reversed hybrid 4598.2
62700 reversed merge 5508.6
62700 reversed hybrid 4587.8
62800 reversed merge 5512.8
62800 reversed hybrid 4576.8
62900 reversed merge 5592.2
62900 reversed hybrid 4597.6
63000 reversed merge 5543
63000 reversed hybrid 4607.8
63100 reversed merge 5563
63100 reversed hybrid 4627.4
63200 reversed merge 5597
63200 reversed hybrid 4688.2
63300 reversed merge 5583.8
63300 reversed hybrid 4664
63400 reversed merge 5588.4
63400 reversed hybrid 4655
63500 reversed merge 7749.8
63500 reversed hybrid 4732.4
63600 reversed merge 5673.4
63600 reversed hybrid 4687.4
63700 reversed merge 5694.4
63700 reversed hybrid 4740.2
63800 reversed merge 5667.8
63800 reversed hybrid 4747
63900 reversed merge 5697.6
63900 reversed hybrid 4691.4
64000 reversed merge 5684
64000 reversed hybrid 4710.6
64100 reversed merge 5693.6
64100 reversed hybrid 4753.2
64200 reversed merge 5692.4
64200 reversed hybrid 4704.2
64300 reversed merge 5731.2
64300 reversed hybrid 4710.8
64400 reversed merge 5676.6
64400 reversed hybrid 4718.8
64500 reversed merge 5706
64500 reversed hybrid 4708.8
64600 reversed merge 5716
64600 reversed hybrid 4693.2
64700 reversed merge 5684.6
64700 reversed hybrid 4721.4
64800 reversed merge 5688.8
64800 reversed hybrid 4724.4
64900 reversed merge 5677
64900 reversed hybrid 4719.6
65000 reversed merge 5666.6
65000 reversed hybrid 4729.2
65100 reversed merge 5703.8
65100 reversed hybrid 4740.8
65200 reversed merge 5682.4
65200 reversed hybrid 4719.4
65300 reversed merge 5686.2
65300 reversed hybrid 4738.6
65400 reversed merge 5691.6
65400 reversed hybrid 4723.4
65500 reversed merge 5719.6
65500 reversed hybrid 4747.8
65600 reversed merge 5706.8
65600 reversed hybrid 4755.4
65700 reversed merge 5733.2
65700 reversed hybrid 4760.6
65800 reversed merge 5728.4
65800 reversed hybrid 4765.2
65900 reversed merge 5865.2
65900 reversed hybrid 4799.8
66000 reversed merge 5754.8
66000 reversed hybrid 4815.4
66100 reversed merge 5758.2
66100 reversed hybrid 4784.6
66200 reversed merge 5883.2
66200 reversed hybrid 4837.8
66300 reversed merge 5791.8
66300 reversed hybrid 4829.8
66400 reversed merge 5814.2
66400 reversed hybrid 4834.2
66500 reversed merge 5806.4
66500 reversed hybrid 4863.6
66600 reversed merge 5819.4
66600 reversed hybrid 4853.2
66700 reversed merge 5829
66700 reversed hybrid 4846.6
66800 reversed merge 5854
66800 reversed hybrid 4973.4
66900 reversed merge 5952.8
66900 reversed hybrid 5005.8
67000 reversed merge 5996
67000 reversed hybrid 5017.6
67100 reversed merge 6009
67100 reversed hybrid 4977
67200 reversed merge 5978.2
67200 reversed hybrid 4935.8
67300 reversed merge 5946.6
67300 reversed hybrid 4968.6
67400 reversed merge 5996.8
67400 reversed hybrid 4943.4
67500 reversed merge 5954.4
67500 reversed hybrid 4955.2
67600 reversed merge 5939.4
67600 reversed hybrid 4973.8
67700 reversed merge 5996
67700 reversed hybrid 4953.8
67800 reversed merge 5994.8
67800 reversed hybrid 5012.2
67900 reversed merge 6020.8
67900 reversed hybrid 5009.4
68000 reversed merge 6133.8
68000 reversed hybrid 5058.2
68100 reversed merge 6083.6
68100 reversed hybrid 5130.2
68200 reversed merge 6706.6
68200 reversed hybrid 5170.4
68300 reversed merge 6156
68300 reversed hybrid 5045.8
68400 reversed merge 6066.4
68400 reversed hybrid 5011.2
68500 reversed merge 6198
68500 reversed hybrid 5057.6
68600 reversed merge 6104.8
68600 reversed hybrid 5050
68700 reversed merge 6091.8
68700 reversed hybrid 5063
68800 reversed merge 6142.6
68800 reversed hybrid 5087.6
68900 reversed merge 6123.8
68900 reversed hybrid 5071.2
69000 reversed merge 6110.2
69000 reversed hybrid 5081.6
69100 reversed merge 6123.4
69100 reversed hybrid 5062.2
69200 reversed merge 6131.8
69200 reversed hybrid 5074.6
69300 reversed merge 6155
69300 reversed hybrid 5063.4
69400 reversed merge 6187.6
69400 reversed hybrid 5083
69500 reversed merge 6115.2
69500 reversed hybrid 5090.4
69600 reversed merge 6149.4
69600 reversed hybrid 5077
69700 reversed merge 6163.6
69700 reversed hybrid 5113.2
69800 reversed merge 6180.8
69800 reversed hybrid 5100.6
69900 reversed merge 6196.6
69900 reversed hybrid 5113.4
70000 reversed merge 6211
70000 reversed hybrid 5108.2
70100 reversed merge 6205.8
70100 reversed hybrid 5228.8
70200 reversed merge 6244.6
70200 reversed hybrid 5156.4
70300 reversed merge 6224.2
70300 reversed hybrid 5132.2
70400 reversed merge 6239.6
70400 reversed hybrid 5155.8
70500 reversed merge 6282
70500 reversed hybrid 5144.2
70600 reversed merge 6266.8
70600 reversed hybrid 5169.8
70700 reversed merge 6270
70700 reversed hybrid 5274.2
70800 reversed merge 6357.4
70800 reversed hybrid 5238.2
70900 reversed merge 6392.2
70900 reversed hybrid 5262.6
71000 reversed merge 6369.4
71000 reversed hybrid 5272.8
71100 reversed merge 6328.4
71100 reversed hybrid 5217.8
71200 reversed merge 6355.4
71200 reversed hybrid 5265
71300 reversed merge 6350.4
71300 reversed hybrid 5276.2
71400 reversed merge 6392.2
71400 reversed hybrid 5241
71500 reversed merge 6333
71500 reversed hybrid 5217.8
71600 reversed merge 6372.2
71600 reversed hybrid 5249.4
71700 reversed merge 6345.6
71700 reversed hybrid 5304.4
71800 reversed merge 6503.6
71800 reversed hybrid 5440.8
71900 reversed merge 6653.2
71900 reversed hybrid 5400
72000 reversed merge 6590.4
72000 reversed hybrid 5407.6
72100 reversed merge 6558.8
72100 reversed hybrid 5420.6
72200 reversed merge 6499.6
72200 reversed hybrid 5352.4
72300 reversed merge 6451
72300 reversed hybrid 5371.4
72400 reversed merge 9191.2
72400 reversed hybrid 5300.2
72500 reversed merge 6498
72500 reversed hybrid 5413.6
72600 reversed merge 6496.2
72600 reversed hybrid 5388.2
72700 reversed merge 6496
72700 reversed hybrid 5353.6
72800 reversed merge 6545.4
72800 reversed hybrid 5390.4
72900 reversed merge 6520.6
72900 reversed hybrid 5437.4
73000 reversed merge 6503.2
73000 reversed hybrid 5433.2
73100 reversed merge 6539.8
73100 reversed hybrid 5428
73200 reversed merge 6576.2
73200 reversed hybrid 5415.8
73300 reversed merge 6530.8
73300 reversed hybrid 5442
73400 reversed merge 6540
73400 reversed hybrid 5390
73500 reversed merge 6579.2
73500 reversed hybrid 5466.6
73600 reversed merge 6580.8
73600 reversed hybrid 5412.4
73700 reversed merge 6590
73700 reversed hybrid 5446
73800 reversed merge 6578.6
73800 reversed hybrid 5477.2
73900 reversed merge 6577.6
73900 reversed hybrid 5442.2
74000 reversed merge 6582.6
74000 reversed hybrid 5451.8
74100 reversed merge 6644.4
74100 reversed hybrid 5456.8
74200 reversed merge 6644.8
74200 reversed hybrid 5453
74300 reversed merge 6648.4
74300 reversed hybrid 5486
74400 reversed merge 6612
74400 reversed hybrid 5484
74500 reversed merge 6600.6
74500 reversed hybrid 5471.8
74600 reversed merge 6646
74600 reversed hybrid 5512.2
74700 reversed merge 6718.4
74700 reversed hybrid 5514
74800 reversed merge 6689.2
74800 reversed hybrid 5574.8
74900 reversed merge 6705.8
74900 reversed hybrid 5594.2
75000 reversed merge 6750.2
75000 reversed hybrid 5586.6
75100 reversed merge 6727.4
75100 reversed hybrid 5572.2
75200 reversed merge 6732.6
75200 reversed hybrid 5602.2
75300 reversed merge 6725.6
75300 reversed hybrid 5515.6
75400 reversed merge 6762.2
75400 reversed hybrid 5542.6
75500 reversed merge 6807.4
75500 reversed hybrid 5614.2
75600 reversed merge 6798.8
75600 reversed hybrid 5623.6
75700 reversed merge 6811.4
75700 reversed hybrid 5641.4
75800 reversed merge 6823.2
75800 reversed hybrid 5652.4
75900 reversed merge 6817.8
75900 reversed hybrid 5641.4
76000 reversed merge 6851
76000 reversed hybrid 5585.4
76100 reversed merge 6822.6
76100 reversed hybrid 5645.2
76200 reversed merge 6826.4
76200 reversed hybrid 5690.4
76300 reversed merge 6856.6
76300 reversed hybrid 5663.6
76400 reversed merge 6843.4
76400 reversed hybrid 5643.2
76500 reversed merge 6848.2
76500 reversed hybrid 5638.2
76600 reversed merge 6794.2
76600 reversed hybrid 5760.4
76700 reversed merge 6996.2
76700 reversed hybrid 5727.4
76800 reversed merge 6921.8
76800 reversed hybrid 5676.8
76900 reversed merge 6942.4
76900 reversed hybrid 5676
77000 reversed merge 6951
77000 reversed hybrid 5697.2
77100 reversed merge 6939.2
77100 reversed hybrid 5699.2
77200 reversed merge 6973.6
77200 reversed hybrid 5676.8
77300 reversed merge 6992.6
77300 reversed hybrid 5681.2
77400 reversed merge 6921.4
77400 reversed hybrid 5722.6
77500 reversed merge 6973.2
77500 reversed hybrid 5706.4
77600 reversed merge 6961.6
77600 reversed hybrid 5732.4
77700 reversed merge 6967.4
77700 reversed hybrid 5755.6
77800 reversed merge 6968.8
77800 reversed hybrid 5748.8
77900 reversed merge 6987.8
77900 reversed hybrid 5754.2
78000 reversed merge 7005.4
78000 reversed hybrid 5805
78100 reversed merge 6997
78100 reversed hybrid 5746.6
78200 reversed merge 7004.2
78200 reversed hybrid 5736.8
78300 reversed merge 6975.6
78300 reversed hybrid 5742
78400 reversed merge 7000
78400 reversed hybrid 5752
78500 reversed merge 7012.6
78500 reversed hybrid 5766.6
78600 reversed merge 7096.4
78600 reversed hybrid 5816.8
78700 reversed merge 7053.6
78700 reversed hybrid 5821.6
78800 reversed merge 7046
78800 reversed hybrid 5814.6
78900 reversed merge 7014.2
78900 reversed hybrid 5804.2
79000 reversed merge 7068.2
79000 reversed hybrid 5817.4
79100 reversed merge 7024.2
79100 reversed hybrid 5785.2
79200 reversed merge 7010.2
79200 reversed hybrid 5820.8
79300 reversed merge 7067.8
79300 reversed hybrid 5829.2
79400 reversed merge 7041.2
79400 reversed hybrid 5822.8
79500 reversed merge 7071.4
79500 reversed hybrid 5819.2
79600 reversed merge 7046.8
79600 reversed hybrid 5825
79700 reversed merge 7058.2
79700 reversed hybrid 5853.8
79800 reversed merge 7122.2
79800 reversed hybrid 5927
79900 reversed merge 7186
79900 reversed hybrid 5907.8
80000 reversed merge 7162.6
80000 reversed hybrid 8628.4
80100 reversed merge 7248.6
80100 reversed hybrid 5975
80200 reversed merge 7398.2
80200 reversed hybrid 6013.6
80300 reversed merge 7302.2
80300 reversed hybrid 5972.8
80400 reversed merge 7316.6
80400 reversed hybrid 5995
80500 reversed merge 7256.6
80500 reversed hybrid 5975.6
80600 reversed merge 7240.4
80600 reversed hybrid 5986.2
80700 reversed merge 7236.6
80700 reversed hybrid 5961.4
80800 reversed merge 7270.8
80800 reversed hybrid 6012.8
80900 reversed merge 7267.2
80900 reversed hybrid 6013.2
81000 reversed merge 7232.8
81000 reversed hybrid 6013
81100 reversed merge 7244.4
81100 reversed hybrid 6064.8
81200 reversed merge 7232.6
81200 reversed hybrid 6033
81300 reversed merge 7237.6
81300 reversed hybrid 5988.2
81400 reversed merge 7227.4
81400 reversed hybrid 6076
81500 reversed merge 7344
81500 reversed hybrid 6080
81600 reversed merge 7348.8
81600 reversed hybrid 6065.4
81700 reversed merge 7366
81700 reversed hybrid 6059
81800 reversed merge 7436
81800 reversed hybrid 6219.4
81900 reversed merge 7271
81900 reversed hybrid 6036.6
82000 reversed merge 7316.4
82000 reversed hybrid 6010.8
82100 reversed merge 7282.6
82100 reversed hybrid 6067.8
82200 reversed merge 7305.4
82200 reversed hybrid 6084
82300 reversed merge 7326.8
82300 reversed hybrid 6068.6
82400 reversed merge 7310.4
82400 reversed hybrid 6038.4
82500 reversed merge 7343.2
82500 reversed hybrid 6063.4
82600 reversed merge 7361.4
82600 reversed hybrid 6138.6
82700 reversed merge 7449.8
82700 reversed hybrid 6092.6
82800 reversed merge 7398.2
82800 reversed hybrid 6123.6
82900 reversed merge 7414.8
82900 reversed hybrid 6137.6
83000 reversed merge 7427
83000 reversed hybrid 6162.6
83100 reversed merge 7469.6
83100 reversed hybrid 6301
83200 reversed merge 7585.2
83200 reversed hybrid 6249
83300 reversed merge 7612
83300 reversed hybrid 6290.4
83400 reversed merge 7626.4
83400 reversed hybrid 6326.4
83500 reversed merge 7745.8
83500 reversed hybrid 6198.8
83600 reversed merge 7559.2
83600 reversed hybrid 6197.8
83700 reversed merge 7513.2
83700 reversed hybrid 6244
83800 reversed merge 7540
83800 reversed hybrid 6191.8
83900 reversed merge 7516.8
83900 reversed hybrid 6215.8
84000 reversed merge 7547.2
84000 reversed hybrid 6356.8
84100 reversed merge 7679.2
84100 reversed hybrid 6301.4
84200 reversed merge 7675.2
84200 reversed hybrid 6589.8
84300 reversed merge 7735
84300 reversed hybrid 6289.8
84400 reversed merge 7645
84400 reversed hybrid 6270.8
84500 reversed merge 7605.8
84500 reversed hybrid 6278.4
84600 reversed merge 7609.2
84600 reversed hybrid 6247.6
84700 reversed merge 7612.8
84700 reversed hybrid 6264.2
84800 reversed merge 7596
84800 reversed hybrid 6287.4
84900 reversed merge 7585
84900 reversed hybrid 6255.2
85000 reversed merge 7658.6
85000 reversed hybrid 6329
85100 reversed merge 7677.8
85100 reversed hybrid 6319
85200 reversed merge 7719.8
85200 reversed hybrid 6360.2
85300 reversed merge 7725.2
85300 reversed hybrid 6340.6
85400 reversed merge 7705.4
85400 reversed hybrid 6326.4
85500 reversed merge 7744.8
85500 reversed hybrid 6347.6
85600 reversed merge 7790
85600 reversed hybrid 6379
85700 reversed merge 7772
85700 reversed hybrid 6356.2
85800 reversed merge 7793.4
85800 reversed hybrid 6399
85900 reversed merge 8098.6
85900 reversed hybrid 6426.8
86000 reversed merge 7857.2
86000 reversed hybrid 6438.8
86100 reversed merge 7932.2
86100 reversed hybrid 6447.8
86200 reversed merge 7909
86200 reversed hybrid 6385.8
86300 reversed merge 7835.4
86300 reversed hybrid 6359.2
86400 reversed merge 7812.4
86400 reversed hybrid 6399.8
86500 reversed merge 7817.8
86500 reversed hybrid 6413.2
86600 reversed merge 7823.8
86600 reversed hybrid 6411.8
86700 reversed merge 7864.2
86700 reversed hybrid 6448
86800 reversed merge 7850.6
86800 reversed hybrid 6439.8
86900 reversed merge 7881.6
86900 reversed hybrid 6495
87000 reversed merge 7862.6
87000 reversed hybrid 6425.2
87100 reversed merge 7883.8
87100 reversed hybrid 6468.4
87200 reversed merge 7879.8
87200 reversed hybrid 6465
87300 reversed merge 7917.2
87300 reversed hybrid 6466.4
87400 reversed merge 7879.8
87400 reversed hybrid 6467.2
87500 reversed merge 7873.6
87500 reversed hybrid 6465.6
87600 reversed merge 7887.8
87600 reversed hybrid 6474.4
87700 reversed merge 7875.4
87700 reversed hybrid 6434.6
87800 reversed merge 7985.2
87800 reversed hybrid 6534.2
87900 reversed merge 7895.8
87900 reversed hybrid 6491.6
88000 reversed merge 7904.2
88000 reversed hybrid 6452.6
88100 reversed merge 7907
88100 reversed hybrid 6497.2
88200 reversed merge 7873
88200 reversed hybrid 6487.6
88300 reversed merge 8123.2
88300 reversed hybrid 6602
88400 reversed merge 8079
88400 reversed hybrid 6614
88500 reversed merge 8111.8
88500 reversed hybrid 6584.4
88600 reversed merge 7963.6
88600 reversed hybrid 6549.6
88700 reversed merge 7981
88700 reversed hybrid 6555.6
88800 reversed merge 7987.6
88800 reversed hybrid 6555.6
88900 reversed merge 7993.8
88900 reversed hybrid 6553.6
89000 reversed merge 8009.8
89000 reversed hybrid 6612.6
89100 reversed merge 8123
89100 reversed hybrid 6717
89200 reversed merge 8192
89200 reversed hybrid 6691
89300 reversed merge 8231.6
89300 reversed hybrid 9437.8
89400 reversed merge 8229.2
89400 reversed hybrid 6672
89500 reversed merge 8094.4
89500 reversed hybrid 6652
89600 reversed merge 8116.6
89600 reversed hybrid 6658.2
89700 reversed merge 8127.2
89700 reversed hybrid 6672.4
89800 reversed merge 8105.2
89800 reversed hybrid 6627.6
89900 reversed merge 8113.4
89900 reversed hybrid 6656.6
90000 reversed merge 8156.2
90000 reversed hybrid 6669.8
90100 reversed merge 8170.8
90100 reversed hybrid 6766
90200 reversed merge 8313.4
90200 reversed hybrid 6746.8
90300 reversed merge 8319
90300 reversed hybrid 6784.4
90400 reversed merge 8198.2
90400 reversed hybrid 6724.4
90500 reversed merge 8148.6
90500 reversed hybrid 6715
90600 reversed merge 8202.8
90600 reversed hybrid 6707.4
90700 reversed merge 8220.6
90700 reversed hybrid 6707.4
90800 reversed merge 8219
90800 reversed hybrid 6745.8
90900 reversed merge 8240.2
90900 reversed hybrid 6758.6
91000 reversed merge 8243.8
91000 reversed hybrid 6748
91100 reversed merge 8248.6
91100 reversed hybrid 6752.8
91200 reversed merge 8221.6
91200 reversed hybrid 6740.6
91300 reversed merge 8270
91300 reversed hybrid 6757.2
91400 reversed merge 8246.2
91400 reversed hybrid 6740.4
91500 reversed merge 8256
91500 reversed hybrid 6760.4
91600 reversed merge 8307.6
91600 reversed hybrid 6813.2
91700 reversed merge 8344.4
91700 reversed hybrid 6757
91800 reversed merge 8270.8
91800 reversed hybrid 6768.8
91900 reversed merge 8284.8
91900 reversed hybrid 6796.6
92000 reversed merge 8350.8
92000 reversed hybrid 6806.8
92100 reversed merge 8350.4
92100 reversed hybrid 6807.2
92200 reversed merge 8342.8
92200 reversed hybrid 6826.6
92300 reversed merge 8428.4
92300 reversed hybrid 6854.6
92400 reversed merge 8448.6
92400 reversed hybrid 6900
92500 reversed merge 8517.4
92500 reversed hybrid 6912.6
92600 reversed merge 8411.6
92600 reversed hybrid 6833.6
92700 reversed merge 8379
92700 reversed hybrid 6900
92800 reversed merge 8578.6
92800 reversed hybrid 7054
92900 reversed merge 8513.2
92900 reversed hybrid 6980.4
93000 reversed merge 8531
93000 reversed hybrid 6971.6
93100 reversed merge 8518.4
93100 reversed hybrid 7005.8
93200 reversed merge 8538.8
93200 reversed hybrid 6991
93300 reversed merge 8539.8
93300 reversed hybrid 6976.8
93400 reversed merge 8499.6
93400 reversed hybrid 7019.6
93500 reversed merge 8544.8
93500 reversed hybrid 7017.2
93600 reversed merge 12064.8
93600 reversed hybrid 7004.6
93700 reversed merge 8549.6
93700 reversed hybrid 7012
93800 reversed merge 8585.2
93800 reversed hybrid 7028.8
93900 reversed merge 8639.2
93900 reversed hybrid 7063.8
94000 reversed merge 8600.8
94000 reversed hybrid 7023
94100 reversed merge 8521.2
94100 reversed hybrid 7004.6
94200 reversed merge 8572.8
94200 reversed hybrid 7040.8
94300 reversed merge 8615
94300 reversed hybrid 7094.2
94400 reversed merge 8696
94400 reversed hybrid 7124.8
94500 reversed merge 8715
94500 reversed hybrid 7128.6
94600 reversed merge 8742.2
94600 reversed hybrid 7160.6
94700 reversed merge 8729.6
94700 reversed hybrid 7130.2
94800 reversed merge 8675.8
94800 reversed hybrid 7145
94900 reversed merge 8776
94900 reversed hybrid 7174
95000 reversed merge 8805.8
95000 reversed hybrid 7176.6
95100 reversed merge 8756.4
95100 reversed hybrid 7164.6
95200 reversed merge 8758.8
95200 reversed hybrid 7118
95300 reversed merge 8841.2
95300 reversed hybrid 7189.6
95400 reversed merge 8800.2
95400 reversed hybrid 7226.2
95500 reversed merge 8853.6
95500 reversed hybrid 7208.4
95600 reversed merge 8794.4
95600 reversed hybrid 7219.2
95700 reversed merge 8730.2
95700 reversed hybrid 7226.8
95800 reversed merge 8834.2
95800 reversed hybrid 7251.2
95900 reversed merge 8807.2
95900 reversed hybrid 7236.6
96000 reversed merge 8887.6
96000 reversed hybrid 7231.2
96100 reversed merge 8869.2
96100 reversed hybrid 7244.6
96200 reversed merge 8865.8
96200 reversed hybrid 7255
96300 reversed merge 8827
96300 reversed hybrid 7321
96400 reversed merge 8848.8
96400 reversed hybrid 7314.2
96500 reversed merge 8860
96500 reversed hybrid 7316.4
96600 reversed merge 8866
96600 reversed hybrid 7291
96700 reversed merge 8861.8
96700 reversed hybrid 7302.8
96800 reversed merge 8844.8
96800 reversed hybrid 7305.6
96900 reversed merge 8926.2
96900 reversed hybrid 7334
97000 reversed merge 8914.8
97000 reversed hybrid 7318
97100 reversed merge 8928
97100 reversed hybrid 7347.6
97200 reversed merge 8942.6
97200 reversed hybrid 7380.4
97300 reversed merge 8839.6
97300 reversed hybrid 7398.2
97400 reversed merge 8909.8
97400 reversed hybrid 7381
97500 reversed merge 8943.2
97500 reversed hybrid 7365.4
97600 reversed merge 8948.4
97600 reversed hybrid 7372.8
97700 reversed merge 8994.8
97700 reversed hybrid 7367.8
97800 reversed merge 8948.4
97800 reversed hybrid 7417.4
97900 reversed merge 9041
97900 reversed hybrid 10247.4
98000 reversed merge 9016.2
98000 reversed hybrid 7485.8
98100 reversed merge 8987
98100 reversed hybrid 7528.4
98200 reversed merge 9016.6
98200 reversed hybrid 7422
98300 reversed merge 9037.8
98300 reversed hybrid 7456.8
98400 reversed merge 9037.4
98400 reversed hybrid 7461.6
98500 reversed merge 9093.8
98500 reversed hybrid 7498.2
98600 reversed merge 9029.4
98600 reversed hybrid 7508.4
98700 reversed merge 9106.2
98700 reversed hybrid 7456.8
98800 reversed merge 9108.8
98800 reversed hybrid 7506.4
98900 reversed merge 9112.2
98900 reversed hybrid 7510.4
99000 reversed merge 9084.6
99000 reversed hybrid 7568
99100 reversed merge 9106.4
99100 reversed hybrid 7499.4
99200 reversed merge 9171
99200 reversed hybrid 7538
99300 reversed merge 9157.4
99300 reversed hybrid 7505.2
99400 reversed merge 9124.6
99400 reversed hybrid 7579.2
99500 reversed merge 9088.4
99500 reversed hybrid 7573.4
99600 reversed merge 9283
99600 reversed hybrid 7567
99700 reversed merge 9187.4
99700 reversed hybrid 7605.6
99800 reversed merge 9202
99800 reversed hybrid 7626.8
99900 reversed merge 9174.8
99900 reversed hybrid 7582
100000 reversed merge 9239.2
100000 reversed hybrid 7599
500 almost merge 29.2
500 almost hybrid 19.8
600 almost merge 35.2
600 almost hybrid 25.8
700 almost merge 54.6
700 almost hybrid 30
800 almost merge 49.6
800 almost hybrid 34
900 almost merge 56.2
900 almost hybrid 37.8
1000 almost merge 65.6
1000 almost hybrid 56.8
1100 almost merge 74
1100 almost hybrid 55.6
1200 almost merge 76.6
1200 almost hybrid 55
1300 almost merge 83.4
1300 almost hybrid 60.4
1400 almost merge 89.8
1400 almost hybrid 64
1500 almost merge 99.4
1500 almost hybrid 69.8
1600 almost merge 105.2
1600 almost hybrid 74
1700 almost merge 113.8
1700 almost hybrid 82.2
1800 almost merge 119
1800 almost hybrid 83
1900 almost merge 126
1900 almost hybrid 88
2000 almost merge 137.6
2000 almost hybrid 101.8
2100 almost merge 142
2100 almost hybrid 106.6
2200 almost merge 149
2200 almost hybrid 112
2300 almost merge 154.4
2300 almost hybrid 117.4
2400 almost merge 164.4
2400 almost hybrid 131
2500 almost merge 174.2
2500 almost hybrid 146.8
2600 almost merge 187.4
2600 almost hybrid 132.8
2700 almost merge 187.4
2700 almost hybrid 137.4
2800 almost merge 194.8
2800 almost hybrid 145.4
2900 almost merge 206.6
2900 almost hybrid 147.8
3000 almost merge 216.2
3000 almost hybrid 154.8
3100 almost merge 219.8
3100 almost hybrid 159.2
3200 almost merge 226.4
3200 almost hybrid 164.4
3300 almost merge 243.4
3300 almost hybrid 172.4
3400 almost merge 269.6
3400 almost hybrid 176.4
3500 almost merge 247.6
3500 almost hybrid 178
3600 almost merge 254.4
3600 almost hybrid 187.6
3700 almost merge 263
3700 almost hybrid 195.2
3800 almost merge 270.6
3800 almost hybrid 193
3900 almost merge 280.8
3900 almost hybrid 204
4000 almost merge 297.2
4000 almost hybrid 225.6
4100 almost merge 318.4
4100 almost hybrid 230.6
4200 almost merge 306.8
4200 almost hybrid 238.8
4300 almost merge 312.2
4300 almost hybrid 246.6
4400 almost merge 323.6
4400 almost hybrid 248.8
4500 almost merge 328.6
4500 almost hybrid 264.6
4600 almost merge 356.4
4600 almost hybrid 267.2
4700 almost merge 344.8
4700 almost hybrid 265
4800 almost merge 359
4800 almost hybrid 275.4
4900 almost merge 363.6
4900 almost hybrid 274.8
5000 almost merge 368.8
5000 almost hybrid 290.8
5100 almost merge 408.2
5100 almost hybrid 286.8
5200 almost merge 385.4
5200 almost hybrid 296
5300 almost merge 397.2
5300 almost hybrid 302.2
5400 almost merge 402.6
5400 almost hybrid 303
5500 almost merge 428
5500 almost hybrid 342.2
5600 almost merge 418.8
5600 almost hybrid 315.2
5700 almost merge 436.2
5700 almost hybrid 331.6
5800 almost merge 438.4
5800 almost hybrid 328.8
5900 almost merge 465.8
5900 almost hybrid 366
6000 almost merge 458.4
6000 almost hybrid 340.2
6100 almost merge 471.6
6100 almost hybrid 353
6200 almost merge 473.6
6200 almost hybrid 351.8
6300 almost merge 524.6
6300 almost hybrid 358.4
6400 almost merge 488.6
6400 almost hybrid 365
6500 almost merge 500.4
6500 almost hybrid 370.2
6600 almost merge 503.4
6600 almost hybrid 397.4
6700 almost merge 531
6700 almost hybrid 378.6
6800 almost merge 526.6
6800 almost hybrid 391.4
6900 almost merge 528.2
6900 almost hybrid 389.4
7000 almost merge 582.8
7000 almost hybrid 399.4
7100 almost merge 551
7100 almost hybrid 409
7200 almost merge 561.6
7200 almost hybrid 412.6
7300 almost merge 594.4
7300 almost hybrid 424.6
7400 almost merge 568.6
7400 almost hybrid 427.8
7500 almost merge 586.2
7500 almost hybrid 434.2
7600 almost merge 601.8
7600 almost hybrid 460.8
7700 almost merge 599.8
7700 almost hybrid 437.8
7800 almost merge 611.4
7800 almost hybrid 460
7900 almost merge 634.6
7900 almost hybrid 472.4
8000 almost merge 632.4
8000 almost hybrid 483.4
8100 almost merge 634
8100 almost hybrid 491.4
8200 almost merge 643.6
8200 almost hybrid 510.2
8300 almost merge 645.8
8300 almost hybrid 525
8400 almost merge 684.2
8400 almost hybrid 532.4
8500 almost merge 668.4
8500 almost hybrid 526.8
8600 almost merge 680.2
8600 almost hybrid 532.6
8700 almost merge 710.6
8700 almost hybrid 545
8800 almost merge 693
8800 almost hybrid 546.6
