n pattern algo avg_time_micro
11500 reversed hybrid 1089.8
11600 reversed merge 907.8
11600 reversed hybrid 1098.8
11700 reversed merge 922.8
11700 reversed hybrid 1121.6
11800 reversed merge 923
11800 reversed hybrid 1131.6
11900 reversed merge 926.8
11900 reversed hybrid 1145.8
12000 reversed merge 936.6
12000 reversed hybrid 1164.8
12100 reversed merge 946.6
12100 reversed hybrid 1180.4
12200 reversed merge 949.8
12200 reversed hybrid 1201
12300 reversed merge 970.8
12300 reversed hybrid 1216
12400 reversed merge 968.4
12400 reversed hybrid 1229.8
12500 reversed merge 969.2
12500 reversed hybrid 1248.6
12600 reversed merge 981.4
12600 reversed hybrid 1257.8
12700 reversed merge 1000.6
12700 reversed hybrid 1284.8
12800 reversed merge 1004.8
12800 reversed hybrid 1300.2
12900 reversed merge 1010
12900 reversed hybrid 1142
13000 reversed merge 1020.6
13000 reversed hybrid 1011.8
13100 reversed merge 1024.4
13100 reversed hybrid 939.6
13200 reversed merge 1034.6
13200 reversed hybrid 944
13300 reversed merge 1035.8
13300 reversed hybrid 959.4
13400 reversed merge 1040.4
13400 reversed hybrid 963.4
13500 reversed merge 1056.2
13500 reversed hybrid 983.6
13600 reversed merge 1069.6
13600 reversed hybrid 990.4
13700 reversed merge 1075
13700 reversed hybrid 1005.6
13800 reversed merge 1090.6
13800 reversed hybrid 1007.6
13900 reversed merge 1096.4
13900 reversed hybrid 1028
14000 reversed merge 1100.2
14000 reversed hybrid 1035.2
14100 reversed merge 1103.2
14100 reversed hybrid 1050.8
14200 reversed merge 1112.8
14200 reversed hybrid 1068.4
14300 reversed merge 1118.2
14300 reversed hybrid 1071.2
14400 reversed merge 1127.2
14400 reversed hybrid 1079.2
14500 reversed merge 1143.8
14500 reversed hybrid 1088.8
14600 reversed merge 1155.8
14600 reversed hybrid 1094
14700 reversed merge 1157.8
14700 reversed hybrid 1112.2
14800 reversed merge 1166.8
14800 reversed hybrid 1128.2
14900 reversed merge 1178.2
14900 reversed hybrid 1125
15000 reversed merge 1192.6
15000 reversed hybrid 1132.8
15100 reversed merge 1188.6
15100 reversed hybrid 1162.2
15200 reversed merge 1198.2
15200 reversed hybrid 1166.4
15300 reversed merge 1208.2
15300 reversed hybrid 1172.6
15400 reversed merge 1216
15400 reversed hybrid 1199.6
15500 reversed merge 1227.2
15500 reversed hybrid 1202.8
15600 reversed merge 1233.6
15600 reversed hybrid 1219.4
15700 reversed merge 1247
15700 reversed hybrid 1235.2
15800 reversed merge 1251.2
15800 reversed hybrid 1235.2
15900 reversed merge 1252.2
15900 reversed hybrid 1250.2
16000 reversed merge 1266.6
16000 reversed hybrid 1257.6
16100 reversed merge 1264.2
16100 reversed hybrid 1265.8
16200 reversed merge 1274.2
16200 reversed hybrid 1293.4
16300 reversed merge 1278.4
16300 reversed hybrid 1293.2
16400 reversed merge 1300
16400 reversed hybrid 1316.4
16500 reversed merge 1310
16500 reversed hybrid 1327.2
16600 reversed merge 1315.4
16600 reversed hybrid 1337.6
16700 reversed merge 1323.6
16700 reversed hybrid 1359.8
16800 reversed merge 1335.8
16800 reversed hybrid 1362
16900 reversed merge 1338.6
16900 reversed hybrid 1380.6
17000 reversed merge 1353.2
17000 reversed hybrid 1398.4
17100 reversed merge 1366
17100 reversed hybrid 1400.6
17200 reversed merge 1366.8
17200 reversed hybrid 1413.2
17300 reversed merge 1376.6
17300 reversed hybrid 1429.6
17400 reversed merge 1392.2
17400 reversed hybrid 1432.4
17500 reversed merge 1392
17500 reversed hybrid 1455.2
17600 reversed merge 1413.4
17600 reversed hybrid 1483.8
17700 reversed merge 1414.6
17700 reversed hybrid 1489.6
17800 reversed merge 1426.6
17800 reversed hybrid 1486.6
17900 reversed merge 1426.8
17900 reversed hybrid 1502.4
18000 reversed merge 1430.4
18000 reversed hybrid 1534.8
18100 reversed merge 1445.2
18100 reversed hybrid 1543.6
18200 reversed merge 1444.4
18200 reversed hybrid 1544.6
18300 reversed merge 1458.6
18300 reversed hybrid 1559.4
18400 reversed merge 1474.2
18400 reversed hybrid 1566.2
18500 reversed merge 1489
18500 reversed hybrid 1598
18600 reversed merge 1488.8
18600 reversed hybrid 1603
18700 reversed merge 1509.4
18700 reversed hybrid 1615.8
18800 reversed merge 1509
18800 reversed hybrid 1633.4
18900 reversed merge 1520
18900 reversed hybrid 1650.4
19000 reversed merge 1526.2
19000 reversed hybrid 1664.2
19100 reversed merge 1533.6
19100 reversed hybrid 1676.2
19200 reversed merge 1540.4
19200 reversed hybrid 1703
19300 reversed merge 1543.6
19300 reversed hybrid 1699.4
19400 reversed merge 1549.6
19400 reversed hybrid 1748.2
19500 reversed merge 1570.6
19500 reversed hybrid 1716.6
19600 reversed merge 1574.6
19600 reversed hybrid 1730.8
19700 reversed merge 1612.2
19700 reversed hybrid 1749.8
19800 reversed merge 1581.2
19800 reversed hybrid 1772.6
19900 reversed merge 1595.2
19900 reversed hybrid 1777.8
20000 reversed merge 1598.2
20000 reversed hybrid 1796.6
20100 reversed merge 1616
20100 reversed hybrid 1815.8
20200 reversed merge 1612.2
20200 reversed hybrid 1817
20300 reversed merge 1615.4
20300 reversed hybrid 1849
20400 reversed merge 1630.2
20400 reversed hybrid 1850.8
20500 reversed merge 1636.2
20500 reversed hybrid 1865.2
20600 reversed merge 1651
20600 reversed hybrid 1877.2
20700 reversed merge 1665.2
20700 reversed hybrid 1900.6
20800 reversed merge 1679
20800 reversed hybrid 1908
20900 reversed merge 1681
20900 reversed hybrid 1938.4
21000 reversed merge 1695.6
21000 reversed hybrid 1956.8
21100 reversed merge 1705.8
21100 reversed hybrid 1955
21200 reversed merge 1711.8
21200 reversed hybrid 2002.8
21300 reversed merge 1763.2
21300 reversed hybrid 1992
21400 reversed merge 1742.2
21400 reversed hybrid 2033
21500 reversed merge 1763
21500 reversed hybrid 2031.6
21600 reversed merge 1754.8
21600 reversed hybrid 2044
21700 reversed merge 1776
21700 reversed hybrid 2053.6
21800 reversed merge 1770
21800 reversed hybrid 2077.2
21900 reversed merge 1790.6
21900 reversed hybrid 2078.4
22000 reversed merge 1799.6
22000 reversed hybrid 2093.8
22100 reversed merge 1807.4
22100 reversed hybrid 2126
22200 reversed merge 1808.2
22200 reversed hybrid 2135.8
22300 reversed merge 1808.6
22300 reversed hybrid 2138.6
22400 reversed merge 1821.6
22400 reversed hybrid 2173.2
22500 reversed merge 1834.8
22500 reversed hybrid 2179.2
22600 reversed merge 1852.8
22600 reversed hybrid 2199.4
22700 reversed merge 1851.6
22700 reversed hybrid 2211.8
22800 reversed merge 1869.8
22800 reversed hybrid 2215
22900 reversed merge 1882.8
22900 reversed hybrid 2234.8
23000 reversed merge 1943.4
23000 reversed hybrid 2277.8
23100 reversed merge 1920.6
23100 reversed hybrid 2258.4
23200 reversed merge 1934.6
23200 reversed hybrid 2311.4
23300 reversed merge 1930.2
23300 reversed hybrid 2306.6
23400 reversed merge 1940.4
23400 reversed hybrid 2332.4
23500 reversed merge 1944.4
23500 reversed hybrid 2339
23600 reversed merge 1933
23600 reversed hybrid 2355.2
23700 reversed merge 1942.2
23700 reversed hybrid 2386
23800 reversed merge 1952.6
23800 reversed hybrid 2395.8
23900 reversed merge 1969.2
23900 reversed hybrid 2408
24000 reversed merge 1973
24000 reversed hybrid 2410.2
24100 reversed merge 1989.8
24100 reversed hybrid 2451.4
24200 reversed merge 1983
24200 reversed hybrid 2464.4
24300 reversed merge 2002.8
24300 reversed hybrid 2491.8
24400 reversed merge 2002
24400 reversed hybrid 2512.2
24500 reversed merge 2009.2
24500 reversed hybrid 2512.6
24600 reversed merge 2014.8
24600 reversed hybrid 2525.6
24700 reversed merge 2018.4
24700 reversed hybrid 2518.4
24800 reversed merge 2029.4
24800 reversed hybrid 2575
24900 reversed merge 2037.4
24900 reversed hybrid 2585
25000 reversed merge 2042.8
25000 reversed hybrid 2589.8
25100 reversed merge 2117.6
25100 reversed hybrid 2663.2
25200 reversed merge 2066
25200 reversed hybrid 2628.8
25300 reversed merge 2087.6
25300 reversed hybrid 2658.2
25400 reversed merge 2089
25400 reversed hybrid 2662.2
25500 reversed merge 2091
25500 reversed hybrid 2664.8
25600 reversed merge 2099.4
25600 reversed hybrid 2683.8
25700 reversed merge 2105.8
25700 reversed hybrid 2518.4
25800 reversed merge 2112
25800 reversed hybrid 2384
25900 reversed merge 2118.2
25900 reversed hybrid 2252.8
26000 reversed merge 2127
26000 reversed hybrid 2113.4
26100 reversed merge 2137.4
26100 reversed hybrid 1985.2
26200 reversed merge 2149.6
26200 reversed hybrid 1996.4
26300 reversed merge 2152.2
26300 reversed hybrid 1996.8
26400 reversed merge 2167.4
26400 reversed hybrid 1998.4
26500 reversed merge 2169.6
26500 reversed hybrid 2029.6
26600 reversed merge 2176.2
26600 reversed hybrid 2030
26700 reversed merge 2190.4
26700 reversed hybrid 2046
26800 reversed merge 2201.6
26800 reversed hybrid 2070.8
26900 reversed merge 2213.6
26900 reversed hybrid 2076
27000 reversed merge 2212.6
27000 reversed hybrid 2074
27100 reversed merge 2230.6
27100 reversed hybrid 2087.4
27200 reversed merge 2261
27200 reversed hybrid 2092.4
27300 reversed merge 2257.2
27300 reversed hybrid 2112.8
27400 reversed merge 2257.4
27400 reversed hybrid 2121.6
27500 reversed merge 2276.4
27500 reversed hybrid 2143.4
27600 reversed merge 2285.8
27600 reversed hybrid 2146.6
27700 reversed merge 2280.6
27700 reversed hybrid 2154.2
27800 reversed merge 2291.2
27800 reversed hybrid 2163.4
27900 reversed merge 2300.2
27900 reversed hybrid 2172.2
28000 reversed merge 2305.2
28000 reversed hybrid 2184.6
28100 reversed merge 2310.2
28100 reversed hybrid 2206.2
28200 reversed merge 2316.2
28200 reversed hybrid 2211.4
28300 reversed merge 2327.6
28300 reversed hybrid 2218.8
28400 reversed merge 2330.2
28400 reversed hybrid 2237.4
28500 reversed merge 2357.6
28500 reversed hybrid 2242.2
28600 reversed merge 2341.2
28600 reversed hybrid 2256.6
28700 reversed merge 2386
28700 reversed hybrid 2273.2
28800 reversed merge 2378.4
28800 reversed hybrid 2273
28900 reversed merge 2387.8
28900 reversed hybrid 2288
29000 reversed merge 2399.4
29000 reversed hybrid 2304.2
29100 reversed merge 2418
29100 reversed hybrid 2322.2
29200 reversed merge 2429
29200 reversed hybrid 2325.2
29300 reversed merge 2435.2
29300 reversed hybrid 2353.4
29400 reversed merge 2457
29400 reversed hybrid 2364.6
29500 reversed merge 2449.8
29500 reversed hybrid 2416.2
29600 reversed merge 2441.8
29600 reversed hybrid 2370.2
29700 reversed merge 2487.4
29700 reversed hybrid 2385.4
29800 reversed merge 2508.4
29800 reversed hybrid 2411.4
29900 reversed merge 2484
29900 reversed hybrid 2417.2
30000 reversed merge 2495
30000 reversed hybrid 2411.6
30100 reversed merge 2520.8
30100 reversed hybrid 2453.2
30200 reversed merge 2522.6
30200 reversed hybrid 2456.6
30300 reversed merge 2513.2
30300 reversed hybrid 2469.4
30400 reversed merge 2521.4
30400 reversed hybrid 2459.2
30500 reversed merge 2527.2
30500 reversed hybrid 2480.4
30600 reversed merge 2542
30600 reversed hybrid 2492.8
30700 reversed merge 2545.2
30700 reversed hybrid 2497.6
30800 reversed merge 2565.4
30800 reversed hybrid 2521.4
30900 reversed merge 2566.2
30900 reversed hybrid 2522.8
31000 reversed merge 2576
31000 reversed hybrid 2545.8
31100 reversed merge 2595.6
31100 reversed hybrid 2579.8
31200 reversed merge 2596.6
31200 reversed hybrid 2573.8
31300 reversed merge 2609.6
31300 reversed hybrid 2566.4
31400 reversed merge 2654.6
31400 reversed hybrid 2603.4
31500 reversed merge 2623.8
31500 reversed hybrid 2624.2
31600 reversed merge 2642.6
31600 reversed hybrid 2624.6
31700 reversed merge 2648.4
31700 reversed hybrid 2646.6
31800 reversed merge 2659
31800 reversed hybrid 2641.6
31900 reversed merge 2654.8
31900 reversed hybrid 2661.4
32000 reversed merge 2678.4
32000 reversed hybrid 2679.6
32100 reversed merge 2702
32100 reversed hybrid 2682.8
32200 reversed merge 2680
32200 reversed hybrid 2684
32300 reversed merge 2679.8
32300 reversed hybrid 2701.8
32400 reversed merge 2685
32400 reversed hybrid 2726.4
32500 reversed merge 2693.2
32500 reversed hybrid 2744.4
32600 reversed merge 2706.8
32600 reversed hybrid 2746.2
32700 reversed merge 2714.2
32700 reversed hybrid 2751.4
32800 reversed merge 2712
32800 reversed hybrid 2770.2
32900 reversed merge 2734.2
32900 reversed hybrid 2753.4
33000 reversed merge 2735.6
33000 reversed hybrid 2790
33100 reversed merge 2739.8
33100 reversed hybrid 2800
33200 reversed merge 2766.6
33200 reversed hybrid 2815.2
33300 reversed merge 2774.4
33300 reversed hybrid 2822.2
33400 reversed merge 2784.6
33400 reversed hybrid 2845.4
33500 reversed merge 2794.2
33500 reversed hybrid 2853.6
33600 reversed merge 2797.2
33600 reversed hybrid 2881.4
33700 reversed merge 2806
33700 reversed hybrid 2888
33800 reversed merge 2824.2
33800 reversed hybrid 2896.2
33900 reversed merge 2823.6
33900 reversed hybrid 2905
34000 reversed merge 2827.8
34000 reversed hybrid 2924.2
34100 reversed merge 2845.8
34100 reversed hybrid 2934
34200 reversed merge 2857.2
34200 reversed hybrid 2940.2
34300 reversed merge 2858.2
34300 reversed hybrid 2969.2
34400 reversed merge 2870.2
34400 reversed hybrid 2986
34500 reversed merge 2869.6
34500 reversed hybrid 2979
34600 reversed merge 2889
34600 reversed hybrid 2993
34700 reversed merge 2892.4
34700 reversed hybrid 3012.8
34800 reversed merge 2901.4
34800 reversed hybrid 3005.6
34900 reversed merge 2905.8
34900 reversed hybrid 3033.8
35000 reversed merge 2914
35000 reversed hybrid 3034.2
35100 reversed merge 2946.8
35100 reversed hybrid 3051.6
35200 reversed merge 2946.6
35200 reversed hybrid 3087.6
35300 reversed merge 2960
35300 reversed hybrid 3086.2
35400 reversed merge 2959.6
35400 reversed hybrid 3099.6
35500 reversed merge 2974
35500 reversed hybrid 3120
35600 reversed merge 2979.8
35600 reversed hybrid 3127.6
35700 reversed merge 2979.8
35700 reversed hybrid 3140.8
35800 reversed merge 2989.6
35800 reversed hybrid 3160
35900 reversed merge 3002.8
35900 reversed hybrid 3200.6
36000 reversed merge 3007.6
36000 reversed hybrid 3188.8
36100 reversed merge 3015
36100 reversed hybrid 3176.6
36200 reversed merge 3032.4
36200 reversed hybrid 3208.6
36300 reversed merge 3030.2
36300 reversed hybrid 3230.2
36400 reversed merge 3053.8
36400 reversed hybrid 3239.6
36500 reversed merge 3050.2
36500 reversed hybrid 3249.8
36600 reversed merge 3052
36600 reversed hybrid 3253
36700 reversed merge 3060.6
36700 reversed hybrid 3282.4
36800 reversed merge 3062.4
36800 reversed hybrid 3295.2
36900 reversed merge 3082.2
36900 reversed hybrid 3338.4
37000 reversed merge 3093.6
37000 reversed hybrid 3329.6
37100 reversed merge 3105.6
37100 reversed hybrid 3367.2
37200 reversed merge 3113.8
37200 reversed hybrid 3365.4
37300 reversed merge 3128
37300 reversed hybrid 3374.8
37400 reversed merge 3138.2
37400 reversed hybrid 3368.6
37500 reversed merge 3141.6
37500 reversed hybrid 3399.4
37600 reversed merge 3172.2
37600 reversed hybrid 3417
37700 reversed merge 3190.2
37700 reversed hybrid 3424.8
37800 reversed merge 3178.4
37800 reversed hybrid 3446.6
37900 reversed merge 3193
37900 reversed hybrid 3473.4
38000 reversed merge 3202.6
38000 reversed hybrid 3447
38100 reversed merge 3213.2
38100 reversed hybrid 3491.4
38200 reversed merge 3222.4
38200 reversed hybrid 3485.4
38300 reversed merge 3221.8
38300 reversed hybrid 3513.4
38400 reversed merge 3229
38400 reversed hybrid 3532
38500 reversed merge 3239
38500 reversed hybrid 3552.4
38600 reversed merge 3262.6
38600 reversed hybrid 3580
38700 reversed merge 3277.2
38700 reversed hybrid 3561
38800 reversed merge 3265.2
38800 reversed hybrid 3578.8
38900 reversed merge 3265.8
38900 reversed hybrid 3592.6
39000 reversed merge 3275.6
39000 reversed hybrid 3618.2
39100 reversed merge 3284
39100 reversed hybrid 3633.8
39200 reversed merge 3305.8
39200 reversed hybrid 3628.4
39300 reversed merge 3326
39300 reversed hybrid 3665.4
39400 reversed merge 3319.8
39400 reversed hybrid 3660.8
39500 reversed merge 3330.8
39500 reversed hybrid 3727.8
39600 reversed merge 3324.4
39600 reversed hybrid 3898.4
39700 reversed merge 3463.6
39700 reversed hybrid 3727.6
39800 reversed merge 3358.2
39800 reversed hybrid 3744.2
39900 reversed merge 3358
39900 reversed hybrid 3718.8
40000 reversed merge 3362.4
40000 reversed hybrid 3768.2
40100 reversed merge 3376.8
40100 reversed hybrid 3769.8
40200 reversed merge 3463.6
40200 reversed hybrid 3812.8
40300 reversed merge 3387.6
40300 reversed hybrid 3787.4
40400 reversed merge 3411.4
40400 reversed hybrid 3806
40500 reversed merge 3398.8
40500 reversed hybrid 3854
40600 reversed merge 3417.4
40600 reversed hybrid 3848.8
40700 reversed merge 3414.6
40700 reversed hybrid 3854.2
40800 reversed merge 3425.4
40800 reversed hybrid 3890.4
40900 reversed merge 3452
40900 reversed hybrid 3913.6
41000 reversed merge 3451.6
41000 reversed hybrid 3911
41100 reversed merge 3476.6
41100 reversed hybrid 3950.6
41200 reversed merge 3482
41200 reversed hybrid 3948.8
41300 reversed merge 3494.8
41300 reversed hybrid 3939.2
41400 reversed merge 3499.8
41400 reversed hybrid 3977.2
41500 reversed merge 3512.8
41500 reversed hybrid 3986.2
41600 reversed merge 3525.6
41600 reversed hybrid 3998.2
41700 reversed merge 3540.8
41700 reversed hybrid 4009.8
41800 reversed merge 3566
41800 reversed hybrid 4027.4
41900 reversed merge 3560.6
41900 reversed hybrid 4056.8
42000 reversed merge 3578.4
42000 reversed hybrid 4090.2
42100 reversed merge 3576.4
42100 reversed hybrid 4070.2
42200 reversed merge 3615
42200 reversed hybrid 4125.2
42300 reversed merge 3602.6
42300 reversed hybrid 4116.6
42400 reversed merge 3615.4
42400 reversed hybrid 4126.6
42500 reversed merge 3637.8
42500 reversed hybrid 4178.6
42600 reversed merge 3625
42600 reversed hybrid 4183.6
42700 reversed merge 3636.6
42700 reversed hybrid 4168
42800 reversed merge 3661
42800 reversed hybrid 4223
42900 reversed merge 3667
42900 reversed hybrid 4207.4
43000 reversed merge 3671.6
43000 reversed hybrid 4222.2
43100 reversed merge 3706
43100 reversed hybrid 4232.6
43200 reversed merge 3721.4
43200 reversed hybrid 4272
43300 reversed merge 3719
43300 reversed hybrid 4272
43400 reversed merge 3789.2
43400 reversed hybrid 4368.2
43500 reversed merge 3775
43500 reversed hybrid 4386.6
43600 reversed merge 3767
43600 reversed hybrid 4334.6
43700 reversed merge 3740.8
43700 reversed hybrid 4341.6
43800 reversed merge 3750.4
43800 reversed hybrid 4351.2
43900 reversed merge 3767.8
43900 reversed hybrid 4365.2
44000 reversed merge 3762.8
44000 reversed hybrid 4394
44100 reversed merge 3774.8
44100 reversed hybrid 4427.6
44200 reversed merge 3804
44200 reversed hybrid 4395.4
44300 reversed merge 3817.6
44300 reversed hybrid 4442.4
44400 reversed merge 3829
44400 reversed hybrid 4470.4
44500 reversed merge 3848.4
44500 reversed hybrid 4478.6
44600 reversed merge 3831.8
44600 reversed hybrid 4491.8
44700 reversed merge 3843.8
44700 reversed hybrid 4509.4
44800 reversed merge 3828.4
44800 reversed hybrid 4535.4
44900 reversed merge 3852
44900 reversed hybrid 4552
45000 reversed merge 3862
45000 reversed hybrid 4528.4
45100 reversed merge 3878.4
45100 reversed hybrid 4561.6
45200 reversed merge 3933.8
45200 reversed hybrid 4843
45300 reversed merge 5710
45300 reversed hybrid 8580.2
45400 reversed merge 4167.4
45400 reversed hybrid 4955.8
45500 reversed merge 4084
45500 reversed hybrid 4933.6
45600 reversed merge 3996.4
45600 reversed hybrid 5053.8
45700 reversed merge 4122
45700 reversed hybrid 4808.8
45800 reversed merge 4058.8
45800 reversed hybrid 4736
45900 reversed merge 4095.2
45900 reversed hybrid 4757.2
46000 reversed merge 4076.4
46000 reversed hybrid 4811.8
46100 reversed merge 3985.4
46100 reversed hybrid 4749.6
46200 reversed merge 4004.6
46200 reversed hybrid 4782.4
46300 reversed merge 3996.4
46300 reversed hybrid 4753.4
46400 reversed merge 4014
46400 reversed hybrid 4751
46500 reversed merge 4003.2
46500 reversed hybrid 4824.6
46600 reversed merge 4041.2
46600 reversed hybrid 4845
46700 reversed merge 4028.4
46700 reversed hybrid 4837.8
46800 reversed merge 4038.8
46800 reversed hybrid 4869.8
46900 reversed merge 4063.2
46900 reversed hybrid 4891.8
47000 reversed merge 4071.6
47000 reversed hybrid 4882.8
47100 reversed merge 4067.4
47100 reversed hybrid 4893.8
47200 reversed merge 4079
47200 reversed hybrid 4945.8
47300 reversed merge 4080.2
47300 reversed hybrid 4933.8
47400 reversed merge 4114
47400 reversed hybrid 4956.6
47500 reversed merge 4117.4
47500 reversed hybrid 4965.8
47600 reversed merge 4190.8
47600 reversed hybrid 5249.2
47700 reversed merge 4317.6
47700 reversed hybrid 5089.4
47800 reversed merge 4148.2
47800 reversed hybrid 5054.2
47900 reversed merge 4176.2
47900 reversed hybrid 5076.6
48000 reversed merge 4188.4
48000 reversed hybrid 5093
48100 reversed merge 4157.2
48100 reversed hybrid 5088.6
48200 reversed merge 4157.2
48200 reversed hybrid 5103.8
48300 reversed merge 4173.2
48300 reversed hybrid 5128.8
48400 reversed merge 4180
48400 reversed hybrid 5132.8
48500 reversed merge 4182.6
48500 reversed hybrid 5167.8
48600 reversed merge 4192.8
48600 reversed hybrid 5192.4
48700 reversed merge 4214.2
48700 reversed hybrid 5184.4
48800 reversed merge 4208.4
48800 reversed hybrid 5217.2
48900 reversed merge 4217.8
48900 reversed hybrid 5243.8
49000 reversed merge 4219.2
49000 reversed hybrid 5266.6
49100 reversed merge 4223
49100 reversed hybrid 5242
49200 reversed merge 4232
49200 reversed hybrid 5291.2
49300 reversed merge 4245.6
49300 reversed hybrid 5297
49400 reversed merge 4259.2
49400 reversed hybrid 5355
49500 reversed merge 4269.2
49500 reversed hybrid 5317.4
49600 reversed merge 4271.4
49600 reversed hybrid 5335.8
49700 reversed merge 4277
49700 reversed hybrid 5369.4
49800 reversed merge 4292
49800 reversed hybrid 5386.2
49900 reversed merge 4308.2
49900 reversed hybrid 5419
50000 reversed merge 4318
50000 reversed hybrid 5405
50100 reversed merge 4325.8
50100 reversed hybrid 5439.6
50200 reversed merge 4349.2
50200 reversed hybrid 5475.2
50300 reversed merge 4354
50300 reversed hybrid 5486.2
50400 reversed merge 4366.8
50400 reversed hybrid 5508.2
50500 reversed merge 8319.4
50500 reversed hybrid 7096.8
50600 reversed merge 4426.8
50600 reversed hybrid 5589.4
50700 reversed merge 4420.6
50700 reversed hybrid 5595.2
50800 reversed merge 4435.8
50800 reversed hybrid 5590.2
50900 reversed merge 4430.2
50900 reversed hybrid 5574
51000 reversed merge 4444
51000 reversed hybrid 5590.6
51100 reversed merge 4466.6
51100 reversed hybrid 5640.4
51200 reversed merge 4440
51200 reversed hybrid 5634.2
51300 reversed merge 4456.8
51300 reversed hybrid 5418.2
51400 reversed merge 4447.2
51400 reversed hybrid 5300.4
51500 reversed merge 4467.6
51500 reversed hybrid 5144.6
51600 reversed merge 4483.6
51600 reversed hybrid 5025.2
51700 reversed merge 4494.8
51700 reversed hybrid 4889.8
51800 reversed merge 4494.6
51800 reversed hybrid 4764
51900 reversed merge 4513.6
51900 reversed hybrid 4624.6
52000 reversed merge 4515.6
52000 reversed hybrid 4480.8
52100 reversed merge 4509.6
52100 reversed hybrid 4328.4
52200 reversed merge 4532.2
52200 reversed hybrid 4209.2
52300 reversed merge 4544.6
52300 reversed hybrid 4208.4
52400 reversed merge 4536.8
52400 reversed hybrid 4218
52500 reversed merge 4536.2
52500 reversed hybrid 4219.4
52600 reversed merge 4561.2
52600 reversed hybrid 4242.8
52700 reversed merge 4556.6
52700 reversed hybrid 4250.6
52800 reversed merge 4561.2
52800 reversed hybrid 4254.4
52900 reversed merge 4570.2
52900 reversed hybrid 4259.2
53000 reversed merge 4592
53000 reversed hybrid 4273.2
53100 reversed merge 4597.8
53100 reversed hybrid 4284.8
53200 reversed merge 4611.4
53200 reversed hybrid 4297.6
53300 reversed merge 4593.6
53300 reversed hybrid 4286.8
53400 reversed merge 4616
53400 reversed hybrid 4332.4
53500 reversed merge 4629.2
53500 reversed hybrid 4336.8
53600 reversed merge 4632.2
53600 reversed hybrid 4344.8
53700 reversed merge 4641.2
53700 reversed hybrid 4370
53800 reversed merge 4657
53800 reversed hybrid 4377.6
53900 reversed merge 4675.8
53900 reversed hybrid 4380.6
54000 reversed merge 4697
54000 reversed hybrid 4376.2
54100 reversed merge 4705.8
54100 reversed hybrid 4392.4
54200 reversed merge 4699.2
54200 reversed hybrid 4407.6
54300 reversed merge 4731.2
54300 reversed hybrid 4417.4
54400 reversed merge 4912
54400 reversed hybrid 4527.4
54500 reversed merge 4729
54500 reversed hybrid 4464.6
54600 reversed merge 4742.6
54600 reversed hybrid 4436.2
54700 reversed merge 4788.4
54700 reversed hybrid 4523.2
54800 reversed merge 4818.2
54800 reversed hybrid 4532.6
54900 reversed merge 4821.2
54900 reversed hybrid 4534.6
55000 reversed merge 4819.2
55000 reversed hybrid 4567.8
55100 reversed merge 4865.2
55100 reversed hybrid 4557
55200 reversed merge 4880.4
55200 reversed hybrid 4542.2
55300 reversed merge 4838.2
55300 reversed hybrid 4569.6
55400 reversed merge 4872.4
55400 reversed hybrid 4603
55500 reversed merge 4830.4
55500 reversed hybrid 4542
55600 reversed merge 4829.2
55600 reversed hybrid 4569.2
55700 reversed merge 4832.6
55700 reversed hybrid 4580.8
55800 reversed merge 4840.2
55800 reversed hybrid 4586
55900 reversed merge 4838.6
55900 reversed hybrid 4588
56000 reversed merge 4853.2
56000 reversed hybrid 4615.2
56100 reversed merge 4867.6
56100 reversed hybrid 4633
56200 reversed merge 4874.6
56200 reversed hybrid 4646
56300 reversed merge 4897.4
56300 reversed hybrid 4659.2
56400 reversed merge 4901.4
56400 reversed hybrid 4648.6
56500 reversed merge 4919.8
56500 reversed hybrid 4671.2
56600 reversed merge 4902.4
56600 reversed hybrid 4670.2
56700 reversed merge 4902.6
56700 reversed hybrid 4712.6
56800 reversed merge 4935
56800 reversed hybrid 4720.6
56900 reversed merge 4929.6
56900 reversed hybrid 4709.8
57000 reversed merge 4926.6
57000 reversed hybrid 4730.2
57100 reversed merge 4936.4
57100 reversed hybrid 4751.4
57200 reversed merge 4953.6
57200 reversed hybrid 4765.2
57300 reversed merge 4951.2
57300 reversed hybrid 4777.8
57400 reversed merge 4987
57400 reversed hybrid 4787.2
57500 reversed merge 5009.6
57500 reversed hybrid 4809.2
57600 reversed merge 5000.6
57600 reversed hybrid 4810
57700 reversed merge 5031.6
57700 reversed hybrid 4816.2
57800 reversed merge 5033.2
57800 reversed hybrid 4835.6
57900 reversed merge 5035
57900 reversed hybrid 4860
58000 reversed merge 5037
58000 reversed hybrid 4846.6
58100 reversed merge 5045.8
58100 reversed hybrid 4861.8
58200 reversed merge 5073.8
58200 reversed hybrid 4891
58300 reversed merge 5102.2
58300 reversed hybrid 4906.4
58400 reversed merge 5088.4
58400 reversed hybrid 4926.8
58500 reversed merge 5128.4
58500 reversed hybrid 4923.6
58600 reversed merge 5100.2
58600 reversed hybrid 4949.6
58700 reversed merge 5136.4
58700 reversed hybrid 4954
58800 reversed merge 5134.6
58800 reversed hybrid 4965.4
58900 reversed merge 5150.2
58900 reversed hybrid 4960.6
59000 reversed merge 5175
59000 reversed hybrid 5010.4
59100 reversed merge 5166.4
59100 reversed hybrid 5008.4
59200 reversed merge 5171.6
59200 reversed hybrid 5011
59300 reversed merge 5175.6
59300 reversed hybrid 5029.2
